Price,count,mean,std,min,25%,50%,75%,max
Close,183.0,1002.6254092357198,23.42557125029653,884.5999755859375,988.7999877929688,1004.9000244140625,1021.9249877929688,1042.3499755859375
High,183.0,1007.8945379205089,23.442794042731855,884.5999755859375,993.0,1009.9500122070312,1028.1749877929688,1051.699951171875
Low,183.0,997.0368839117999,24.186962805234284,884.5999755859375,983.25,1001.4000244140625,1014.875,1033.4000244140625
Open,183.0,1001.9937140459572,24.241049440588323,884.5999755859375,986.0499877929688,1004.5999755859375,1022.3250122070312,1041.0
Volume,183.0,159747.37704918033,180822.67915118393,0.0,71109.5,128773.0,191494.0,1763429.0
MA7,183.0,1000.9695933429084,25.047037062300987,894.028564453125,989.2607073102679,1003.9571446010044,1020.9178553989955,1030.6142752511162
MA21,183.0,996.7950420870994,28.657465377843778,887.490472702753,985.8297598702567,1005.0809500558036,1016.2464294433594,1026.8095209030878
RSI,183.0,54.71374929272515,13.306226902776848,26.119526067078382,45.76347454590348,55.24440272716697,65.05573019942972,80.12147902522138
daily_return,183.0,0.061376292669568226,0.9573325132308154,-3.6868198421240117,-0.33570919616222605,0.062996019716266,0.3994219779646091,6.7601232736316685
volatility,183.0,0.8979718464868582,0.35309172713726295,0.3983845095722756,0.695994647469295,0.817260754915924,0.9921611906990664,1.7980842927660037
