Price,count,mean,std,min,25%,50%,75%,max
Close,28.0,2.3092857088361467,0.11494536833144064,2.174999952316284,2.241249918937683,2.274999976158142,2.3337499499320984,2.549999952316284
High,28.0,2.3226714389664784,0.11566027081177575,2.180000066757202,2.2562500834465027,2.299999952316284,2.3387500643730164,2.559999942779541
Low,28.0,2.283692879336221,0.10783238189867203,2.1649999618530273,2.215000033378601,2.252500057220459,2.2925750613212585,2.5199999809265137
Open,28.0,2.2970000164849416,0.10645389324217686,2.180000066757202,2.2175000309944153,2.2690500020980835,2.3124999403953552,2.5299999713897705
Volume,28.0,3699786.1071428573,2063353.0142739052,1265190.0,1980367.5,3182004.5,4457990.5,9037175.0
MA7,28.0,2.274362235653157,0.08091021260843562,2.187857116971697,2.1974999649184093,2.271785719054086,2.2898214118821283,2.484285729272025
MA21,28.0,2.231527194684866,0.05004611998541671,2.172252371197655,2.188859496797834,2.2251190287726264,2.2530952266284396,2.348333336058117
RSI,28.0,65.52652884944112,11.503001617623386,48.18494154858037,55.59356053756743,65.3513642084128,76.72314575903337,83.14687310390984
daily_return,28.0,0.5272435018258695,1.1836681398850133,-2.586204504569778,-0.22326585011828992,0.5286917150120973,1.100436565107532,2.680414783446605
volatility,28.0,0.9858117123295612,0.20290219466289947,0.6836216781799269,0.8106135678985065,0.9699340324743794,1.1309502630114188,1.3018445071845632
