Price,count,mean,std,min,25%,50%,75%,max
Close,179.0,2.3251044750213623,0.1454468798697849,2.119999885559082,2.197499990463257,2.2799999713897705,2.4549999237060547,2.694999933242798
High,179.0,2.3385497245042686,0.14671527630030598,2.140000104904175,2.2100000381469727,2.299999952316284,2.4800000190734863,2.700000047683716
Low,179.0,2.3106637027676546,0.14578490886530254,2.109999895095825,2.180000066757202,2.2699999809265137,2.450000047683716,2.680000066757202
Open,179.0,2.3237569918179646,0.1462010433567806,2.109999895095825,2.200000047683716,2.2799999713897705,2.4574999809265137,2.694999933242798
Volume,179.0,2041163.5418994413,1530695.1076909113,237211.0,1042047.0,1714814.0,2461138.0,9550267.0
MA7,179.0,2.325236159900808,0.14224114071623747,2.1392858028411865,2.2017857176916937,2.2878571578434537,2.4607142720903665,2.6128571033477783
MA21,179.0,2.3336320091479954,0.14506279364957234,2.17023812021528,2.201547628357297,2.292619058064052,2.4827428488504317,2.5783333210718062
RSI,179.0,44.635149117758225,13.832445732185429,19.549278023100243,34.72976857621306,44.53404877947782,50.72364131588416,82.39224820959151
daily_return,179.0,0.014348350435632054,1.157361182870098,-4.267161869587421,-0.4100078328058865,0.0,0.449458196112984,7.370515676591571
volatility,179.0,1.0483777636279346,0.37539666582672915,0.352872418611358,0.8251941708125086,0.9989018340785015,1.142225576847907,1.9905504249084789
