Price,count,mean,std,min,25%,50%,75%,max
Close,77.0,2095.615575220678,86.72670137560392,1973.300048828125,2002.699951171875,2080.800048828125,2190.300048828125,2230.699951171875
High,77.0,2105.22336964793,86.072025833707,1977.199951171875,2026.0999755859375,2088.89990234375,2198.0,2237.300048828125
Low,77.0,2086.498700030438,86.7550393791502,1942.699951171875,1995.800048828125,2070.0,2180.10009765625,2224.300048828125
Open,77.0,2097.019477348823,86.506519530291,1973.4000244140625,2007.199951171875,2080.800048828125,2190.300048828125,2230.0
Volume,77.0,153949.66233766233,136429.5363390944,0.0,72488.0,112443.0,186818.0,685021.0
MA7,77.0,2103.6159443757974,83.19744377139551,1984.5428466796875,2032.2285679408483,2092.542898995536,2185.3000139508927,2217.728515625
MA21,77.0,2119.761027395689,72.68154942671656,1988.0333310081846,2055.2095249720983,2140.2857026599704,2186.114281063988,2204.557105654762
RSI,77.0,41.349940174713545,11.484000340694436,22.157756585178305,33.56184128482269,38.91589173815679,49.01500495325714,68.28059275833806
daily_return,77.0,-0.13001414941027487,0.789960286857949,-3.2550626804926486,-0.3503162498578294,-0.038703922903016164,0.17596782302664593,1.8402554108658986
volatility,77.0,0.7840975427309472,0.20385423184349763,0.46945172441670163,0.5502629729086208,0.8403953666015932,0.9405792417234171,1.0962088251294237
