Price,count,mean,std,min,25%,50%,75%,max
Close,183.0,2758.7475465868342,194.98557938060537,2494.89990234375,2612.75,2685.800048828125,2942.050048828125,3234.699951171875
High,183.0,2770.6666639984633,197.04824499889278,2501.89990234375,2619.949951171875,2697.0,2948.8499755859375,3314.89990234375
Low,183.0,2749.1633874445015,195.32875537156932,2490.199951171875,2597.2000732421875,2678.89990234375,2937.75,3222.60009765625
Open,183.0,2761.817482870133,197.7811098460066,2495.800048828125,2611.39990234375,2686.89990234375,2944.3499755859375,3314.89990234375
Volume,183.0,487471.868852459,410286.94850814546,0.0,265492.5,378344.0,618441.0,2418699.0
MA7,183.0,2769.1220198072183,196.31425362039803,2507.600027901786,2620.2643171037944,2692.9285714285716,2947.6285400390625,3222.1999860491073
MA21,183.0,2793.64736310337,200.1155527635761,2536.638113839286,2632.3809698195682,2705.6428338913693,2959.4452427455353,3162.7000093005954
RSI,183.0,38.05462554716765,11.426748714226767,7.9129719806119,29.903888538379555,38.53029308222808,44.385051014355454,71.99764182373916
daily_return,183.0,-0.1169272459842088,0.8428943896669673,-5.319877292798914,-0.3110957111734258,-0.06921933582484385,0.1543457108203361,2.4244809316905425
volatility,183.0,0.7775649092985951,0.33912612780241813,0.23906382852978822,0.5351172820961709,0.6760426476246082,1.0035124014609549,1.4476163068838193
